rownames,score,unemp,wage,distance,tuition,education,gender_male,ethnicity_hispanic,ethnicity_other,fcollege_yes,mcollege_yes,home_yes,urban_yes,income_low,region_west
1130,45.22999954223633,9.300000190734863,10.149999618530272,0.1000000014901161,0.4341799914836883,14,True,False,True,False,False,True,True,False,False
1131,53.02000045776367,9.300000190734863,10.149999618530272,0.1000000014901161,0.4341799914836883,13,True,False,True,True,False,False,True,True,False
1132,60.7599983215332,9.300000190734863,10.149999618530272,0.1000000014901161,0.4341799914836883,16,False,False,True,False,True,True,True,False,False
1133,39.02999877929688,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,False,False,True,False,False,True,False,True,False
1134,62.20000076293945,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,14,True,False,True,False,False,True,False,True,False
1135,39.83000183105469,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,True,True,False,False,True,True,False,False,False
1136,46.0,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,False,False,True,False,False,True,False,True,False
1137,37.68000030517578,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,12,True,False,False,False,False,True,False,True,False
1138,42.11000061035156,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,12,False,False,False,False,False,True,False,True,False
1139,56.77000045776367,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,15,True,False,True,False,False,True,False,True,False
1140,36.93999862670898,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,14,False,False,False,True,True,True,False,True,False
1141,55.08000183105469,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,14,False,False,False,False,False,False,True,True,False
1142,52.4900016784668,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,17,True,False,False,True,False,True,True,False,False
1143,42.88999938964844,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,16,False,False,True,False,True,True,True,True,False
1144,39.560001373291016,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,12,True,False,False,False,False,False,True,True,False
1145,52.83000183105469,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,14,False,False,True,False,False,True,True,False,False
1146,41.310001373291016,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,13,False,False,False,False,False,False,True,True,False
1147,43.59999847412109,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,14,True,False,False,False,False,False,True,True,False
1148,39.38999938964844,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,False,False,False,False,False,False,True,True,False
1149,36.22999954223633,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,False,False,False,False,False,False,True,True,False
1150,34.02000045776367,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,False,False,False,False,False,True,True,True,False
1151,39.900001525878906,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,16,False,False,False,False,False,True,True,True,False
1152,58.880001068115234,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,16,False,False,False,False,False,False,True,True,False
1153,38.27000045776367,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,True,False,False,False,False,True,True,True,False
1154,37.220001220703125,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,14,True,True,False,False,False,True,True,True,False
1155,42.43999862670898,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,13,False,False,False,False,False,False,True,True,False
1156,59.86000061035156,5.599999904632568,7.329999923706055,1.5,0.6558899879455566,12,True,False,True,False,False,True,False,True,False
1157,37.90999984741211,5.599999904632568,7.329999923706055,1.5,0.6558899879455566,12,True,False,False,False,False,False,False,True,False
1158,48.650001525878906,4.0,7.539999961853027,2.0,0.8187100291252136,13,False,False,True,False,False,True,False,False,False
1159,54.290000915527344,4.0,7.539999961853027,2.0,0.8187100291252136,16,True,False,True,False,False,True,False,True,False
1160,48.18999862670898,4.0,7.539999961853027,2.0,0.8187100291252136,14,True,False,True,False,False,True,False,True,False
1161,59.52999877929688,4.0,7.539999961853027,2.0,0.8187100291252136,16,False,False,True,True,False,True,False,False,False
1162,52.5099983215332,4.0,7.539999961853027,2.0,0.8187100291252136,14,False,False,True,True,True,False,False,True,False
1163,51.290000915527344,4.0,7.539999961853027,2.0,0.8187100291252136,16,True,False,True,True,True,True,False,True,False
1164,62.040000915527344,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,True,False,True,True,True,True,True,False,False
1165,41.060001373291016,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,False,False,True,False,False,False,True,True,False
1166,45.2599983215332,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,True,False,True,False,False,False,True,True,False
1167,68.80999755859375,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,False,False,True,True,True,True,True,True,False
1168,60.13999938964844,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,False,False,True,True,True,True,True,False,False
1169,41.220001220703125,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,True,True,False,False,False,False,True,True,False
1170,51.02000045776367,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,True,False,True,False,False,True,True,True,False
1171,45.380001068115234,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,False,False,False,False,False,True,True,True,False
1172,33.06999969482422,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,True,False,True,False,False,True,False,True,False
1173,47.970001220703125,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,13,False,False,True,False,False,True,False,True,False
1174,44.560001373291016,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,True,False,True,False,False,True,False,True,False
1175,33.84000015258789,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,False,False,True,False,False,True,False,True,False
1176,47.95000076293945,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,True,False,True,False,False,True,False,True,False
1177,41.130001068115234,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,False,False,False,False,True,False,False,False
1178,53.4900016784668,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,True,False,True,False,False,True,False,True,False
1179,58.970001220703125,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,True,False,True,False,False,True,False,False,False
1180,41.84999847412109,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,False,False,False,False,False,False,True,False
1181,38.15999984741211,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,True,False,False,False,True,False,True,False
1182,54.77000045776367,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,18,False,False,True,True,True,True,False,False,False
1183,65.86000061035156,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,False,False,True,False,False,True,False,True,False
1184,49.9900016784668,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,False,True,False,False,True,False,True,False
1185,62.68000030517578,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,False,False,True,False,False,True,False,False,False
1186,50.77999877929688,5.5,7.349999904632568,2.5,0.7517299652099609,16,False,False,True,False,False,True,False,True,False
1187,36.290000915527344,5.5,7.349999904632568,2.5,0.7517299652099609,14,False,False,False,False,False,True,False,True,False
1188,52.75,5.5,7.349999904632568,2.5,0.7517299652099609,16,False,False,False,False,False,True,False,True,False
1189,47.75,5.5,7.349999904632568,2.5,0.7517299652099609,16,False,False,False,False,False,False,False,True,False
1190,49.18999862670898,5.5,7.349999904632568,2.5,0.7517299652099609,12,False,False,False,False,False,True,False,True,False
1191,35.150001525878906,5.5,7.349999904632568,2.5,0.7517299652099609,15,True,False,False,False,False,True,False,True,False
1192,41.220001220703125,5.5,7.349999904632568,2.5,0.7517299652099609,12,False,False,False,False,False,False,False,True,False
1193,44.9900016784668,5.5,7.349999904632568,2.5,0.7517299652099609,12,True,False,True,False,False,True,False,False,False
1194,36.91999816894531,5.5,7.349999904632568,2.5,0.7517299652099609,12,True,False,False,False,False,False,False,True,False
1195,40.52999877929688,5.5,7.349999904632568,2.5,0.7517299652099609,12,False,False,False,False,False,True,False,True,False
1196,35.97999954223633,5.5,7.349999904632568,2.5,0.7517299652099609,12,False,False,False,False,False,False,False,True,False
1197,59.119998931884766,5.5,7.349999904632568,2.5,0.7517299652099609,12,True,False,True,False,False,True,False,True,False
1198,37.06999969482422,5.5,7.349999904632568,2.5,0.7517299652099609,12,True,True,False,False,False,True,False,True,False
1199,49.47999954223633,5.5,7.349999904632568,2.5,0.7517299652099609,15,False,False,False,False,False,True,False,True,False
1200,52.0099983215332,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,16,True,False,True,True,False,True,False,True,False
1201,43.95000076293945,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,13,True,True,False,True,False,False,False,False,False
1202,49.83000183105469,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,16,True,False,True,True,False,True,False,False,False
1203,55.27999877929688,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,14,True,False,True,False,False,False,False,True,False
1204,48.9900016784668,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,12,True,False,True,False,False,True,False,True,False
1205,47.97999954223633,6.5,7.329999923706055,3.5,0.6558899879455566,12,True,False,True,False,False,True,False,True,False
1206,44.65999984741211,6.5,7.329999923706055,3.5,0.6558899879455566,12,True,False,True,False,True,True,False,True,False
1207,46.27999877929688,6.5,7.329999923706055,3.5,0.6558899879455566,13,True,True,False,False,False,True,False,True,False
1208,45.79999923706055,6.400000095367432,7.539999961853027,5.0,0.8187100291252136,13,False,False,True,True,False,True,False,False,False
1209,43.41999816894531,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,16,False,False,True,False,False,True,False,True,False
1210,56.09999847412109,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,14,False,False,True,False,False,True,False,True,False
1211,46.18000030517578,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,12,False,False,True,False,False,False,False,True,False
1212,48.59000015258789,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,12,False,False,False,False,False,True,False,True,False
1213,69.37999725341797,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,17,True,False,True,True,True,True,False,False,False
1214,37.61000061035156,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,13,True,False,False,False,False,True,False,True,False
1215,64.54000091552734,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,16,True,False,True,True,False,True,False,False,False
1216,43.93999862670898,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,14,False,False,False,False,False,True,False,True,False
1217,62.5099983215332,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,13,False,False,True,False,False,False,False,True,False
1218,49.84000015258789,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,12,False,False,False,False,False,True,False,True,False
1219,49.7400016784668,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,16,False,False,True,False,False,True,False,True,False
1220,40.41999816894531,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,13,False,False,False,False,False,True,False,True,False
1221,57.90999984741211,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,True,False,True,False,False,False,False,True,False
1222,44.02999877929688,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,False,False,True,False,True,True,False,True,False
1223,47.79999923706055,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,True,False,True,False,False,True,False,True,False
1224,61.61000061035156,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,18,False,False,True,True,False,True,False,False,False
1225,44.66999816894531,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,False,False,True,False,False,True,False,False,False
1226,65.05000305175781,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,16,False,False,True,True,False,False,False,True,False
1227,51.91999816894531,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,True,False,True,True,False,True,False,False,False
1228,55.52999877929688,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,False,False,True,False,False,False,False,True,False
1229,60.93000030517578,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,False,False,True,True,False,True,False,True,False
1230,43.540000915527344,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,14,False,False,False,False,False,True,False,True,False
1231,37.16999816894531,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,False,False,False,False,False,True,False,True,False
1232,45.400001525878906,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,False,False,True,True,False,True,False,False,False
1233,41.79999923706055,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,13,False,False,True,False,False,False,False,True,False
1234,40.130001068115234,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,False,False,False,False,False,True,False,False,False
1235,51.97999954223633,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,False,False,True,False,False,True,False,False,False
1236,51.9900016784668,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,True,False,True,True,False,False,False,True,False
1237,52.2599983215332,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,16,False,False,True,False,False,True,False,True,False
1238,49.880001068115234,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,16,True,True,False,True,False,True,False,True,False
1239,41.869998931884766,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,13,True,False,False,False,False,True,False,True,False
1240,38.43000030517578,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,False,False,False,False,False,False,False,True,False
1241,37.90999984741211,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,True,False,False,False,False,True,False,True,False
1242,54.310001373291016,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,14,True,False,False,False,False,True,False,True,False
1243,36.22999954223633,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,True,False,False,False,False,True,False,True,False
1244,61.369998931884766,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,14,True,False,False,False,False,True,True,True,False
1245,42.34999847412109,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,False,False,False,False,False,True,True,False
1246,51.720001220703125,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,False,False,False,False,False,True,True,True,False
1247,42.34999847412109,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,True,False,True,True,False,True,True,True,False
1248,46.130001068115234,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,13,True,False,True,False,False,True,True,True,False
1249,57.09999847412109,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,14,True,False,True,False,False,False,True,True,False
1250,45.900001525878906,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,True,False,True,False,False,False,True,True,False
1251,54.369998931884766,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,False,False,True,True,True,True,True,False,False
1252,39.88999938964844,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,False,False,False,False,False,False,True,True,False
1253,47.7599983215332,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,False,False,True,False,False,True,True,True,False
1254,50.0099983215332,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,False,False,False,False,False,True,True,True,False
1255,44.16999816894531,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,True,False,False,False,False,True,True,True,False
1256,54.5,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,True,True,False,False,False,True,True,True,False
1257,63.09000015258789,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,15,False,False,True,True,False,True,True,False,False
1258,60.86000061035156,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,True,False,True,False,False,True,True,True,False
1259,56.5099983215332,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,True,False,True,False,False,True,True,False,False
1260,52.72999954223633,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,True,False,True,True,True,True,True,True,False
1261,46.27999877929688,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,14,False,False,False,False,False,False,True,True,False
1262,54.209999084472656,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,False,False,True,False,False,False,True,False,False
1263,65.94999694824219,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,False,False,True,True,False,True,True,True,False
1264,40.77999877929688,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,False,False,False,False,False,True,True,True,False
1265,64.69000244140625,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,17,False,False,False,False,False,True,True,True,False
1266,47.45000076293945,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,13,True,False,False,False,False,False,True,True,False
1267,39.900001525878906,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,14,True,True,False,False,False,True,True,True,False
1268,50.84000015258789,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,False,False,True,False,True,True,True,True,False
1269,62.86000061035156,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,15,False,False,True,False,False,True,True,False,False
1270,56.84999847412109,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,False,False,True,False,False,False,True,True,False
1271,44.93999862670898,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,13,False,False,True,False,False,True,True,True,False
1272,34.290000915527344,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,True,False,True,False,False,False,True,True,False
1273,37.13999938964844,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,True,False,False,False,False,True,True,False,False
1274,36.2400016784668,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,True,False,False,False,False,True,True,True,False
1275,48.95000076293945,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,False,False,True,False,False,True,True,True,False
1276,63.970001220703125,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,17,True,False,True,True,True,True,True,False,False
1277,59.45000076293945,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,True,False,True,False,False,False,True,True,False
1278,39.02000045776367,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,14,False,False,False,True,False,True,True,False,False
1279,53.13999938964844,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,15,False,False,False,False,False,False,False,True,False
1280,36.7599983215332,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,True,False,False,False,False,True,False,True,False
1281,38.0099983215332,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,False,False,True,False,False,True,False,True,False
1282,47.310001373291016,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,16,True,False,True,False,False,True,False,False,False
1283,50.02000045776367,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,13,False,False,False,False,False,True,False,True,False
1284,39.040000915527344,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,False,False,False,False,False,True,False,True,False
1285,46.61000061035156,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,15,False,False,False,False,False,True,False,True,False
1286,60.220001220703125,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,17,False,False,True,True,True,True,False,True,False
1287,53.13999938964844,9.300000190734863,7.400000095367432,6.0,0.8833699822425842,12,True,True,False,False,False,True,False,True,False
1288,52.5,9.300000190734863,7.400000095367432,6.0,0.8833699822425842,12,False,False,True,False,False,True,False,True,False
1289,53.9900016784668,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,True,False,True,True,True,True,False,False,False
1290,53.720001220703125,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,15,True,False,True,True,True,True,False,False,False
1291,61.150001525878906,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,14,True,False,True,False,True,True,False,True,False
1292,36.43000030517578,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,True,True,False,False,False,False,False,True,False
1293,55.52000045776367,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,False,False,True,False,False,False,False,True,False
1294,52.060001373291016,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,16,True,False,True,False,False,True,False,True,False
1295,43.59000015258789,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,False,False,True,True,False,True,False,False,False
1296,55.09999847412109,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,True,False,True,False,False,False,False,True,False
1297,49.68000030517578,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,True,False,True,False,False,True,False,True,False
1298,48.27999877929688,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,18,True,False,True,True,True,True,False,True,False
1299,59.0099983215332,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,False,False,True,False,False,True,True,False,False
1300,58.08000183105469,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,True,False,True,False,False,True,True,True,False
1301,56.720001220703125,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,False,True,False,True,False,True,True,False,False
1302,44.27999877929688,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,12,False,False,True,True,False,True,True,True,False
1303,38.650001525878906,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,12,False,False,True,False,False,False,True,True,False
1304,55.9900016784668,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,False,False,True,False,False,False,True,True,False
1305,48.65999984741211,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,True,False,True,False,False,True,True,True,False
1306,55.27999877929688,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,18,True,False,False,False,False,False,True,True,False
1307,42.380001068115234,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,False,False,True,False,False,False,False,True,False
1308,38.59999847412109,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,True,False,False,False,False,False,False,True,False
1309,61.2400016784668,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,16,True,False,True,False,False,True,False,True,False
1310,43.720001220703125,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,True,False,True,True,True,False,False,False,False
1311,49.119998931884766,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,16,False,False,True,False,False,True,False,False,False
1312,52.650001525878906,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,False,False,True,True,True,False,False,False,False
1313,42.119998931884766,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,False,False,True,False,False,True,False,False,False
1314,45.68000030517578,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,False,False,True,True,False,True,False,False,False
1315,55.15999984741211,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,12,True,False,True,False,False,True,False,True,False
1316,52.619998931884766,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,13,False,False,True,False,False,True,False,True,False
1317,57.70000076293945,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,13,False,False,True,False,False,False,False,True,False
1318,35.790000915527344,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,12,True,False,True,False,False,True,False,True,False
1319,39.40999984741211,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,12,False,False,False,False,False,True,False,True,False
1320,49.13999938964844,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,12,True,False,True,False,False,True,False,True,False
1321,64.62999725341797,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,16,False,False,True,True,True,True,False,True,False
1322,43.560001373291016,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,12,True,True,False,False,False,True,False,True,False
1323,37.720001220703125,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,12,True,False,True,False,False,True,False,True,False
1324,48.560001373291016,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,13,False,False,True,False,False,True,False,True,False
1325,36.93000030517578,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,12,True,False,True,False,False,True,False,True,False
1326,49.58000183105469,12.100000381469728,9.06999969482422,3.5,0.6697499752044678,14,False,False,True,False,False,True,False,True,False
1327,56.08000183105469,5.699999809265137,8.260000228881836,0.800000011920929,0.6154699921607971,12,False,False,True,True,False,True,True,True,False
1328,58.2400016784668,5.699999809265137,8.260000228881836,0.800000011920929,0.6154699921607971,16,False,False,True,False,False,True,True,False,False
1329,51.290000915527344,5.699999809265137,8.260000228881836,0.800000011920929,0.6154699921607971,12,True,False,True,False,False,True,True,True,False
1330,55.040000915527344,5.699999809265137,8.260000228881836,0.800000011920929,0.6154699921607971,12,True,False,True,False,False,True,True,False,False
1331,54.869998931884766,5.699999809265137,8.260000228881836,0.800000011920929,0.6154699921607971,16,False,False,True,False,False,True,True,True,False
1332,61.09000015258789,9.0,7.489999771118164,1.5,0.8048499822616577,15,False,False,True,False,False,True,False,True,False
1333,58.22999954223633,9.0,7.489999771118164,1.5,0.8048499822616577,12,False,False,True,False,False,True,False,True,False
1334,34.150001525878906,9.0,7.489999771118164,1.5,0.8048499822616577,12,True,False,True,False,False,True,False,False,False
1335,51.5,10.199999809265137,7.489999771118164,3.200000047683716,0.8048499822616577,12,False,False,True,False,False,True,False,True,False
1336,38.83000183105469,10.199999809265137,7.489999771118164,3.200000047683716,0.8048499822616577,12,False,False,True,False,False,True,False,False,False
1337,46.93000030517578,10.199999809265137,7.489999771118164,3.200000047683716,0.8048499822616577,12,True,False,True,False,False,True,False,True,False
1338,59.20000076293945,10.199999809265137,7.489999771118164,3.200000047683716,0.8048499822616577,13,True,False,True,False,False,True,False,True,False
1339,38.20000076293945,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,12,True,False,False,False,True,True,False,True,False
1340,46.91999816894531,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,13,True,False,True,True,True,True,False,False,False
1341,54.22999954223633,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,15,True,False,True,False,False,True,False,False,False
1342,38.34999847412109,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,12,False,True,False,False,False,False,False,True,False
1343,63.56999969482422,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,16,False,False,True,False,False,True,False,True,False
1344,36.63999938964844,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,12,True,False,False,False,False,False,False,True,False
1345,37.81999969482422,8.899999618530273,7.489999771118164,2.5,0.8048499822616577,12,False,False,False,False,False,True,False,True,False
1346,59.369998931884766,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,12,False,False,True,False,False,True,False,True,False
1347,59.59000015258789,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,12,False,False,True,False,False,False,False,True,False
1348,54.040000915527344,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,15,True,False,True,False,False,True,False,True,False
1349,39.470001220703125,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,12,False,False,True,False,False,True,False,False,False
1350,57.63999938964844,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,16,True,False,True,True,False,True,False,True,False
1351,63.75,13.399999618530272,8.260000228881836,3.5,0.6154699921607971,16,False,False,True,False,False,True,False,True,False
1352,59.27000045776367,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,17,False,False,True,False,False,True,False,True,False
1353,39.84999847412109,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,12,False,False,False,False,False,True,False,True,False
1354,52.0099983215332,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,15,True,False,True,False,False,True,False,False,False
1355,51.18999862670898,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,12,False,False,True,False,False,True,False,False,False
1356,52.81999969482422,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,17,True,False,True,False,False,True,False,True,False
1357,46.25,10.800000190734863,8.260000228881836,4.0,0.6154699921607971,14,False,False,False,False,False,True,False,True,False
